Product Number,Category,Units Sold,Unit Price,Lead Time (in days),Unit Cost,Holding Cost,Order Cost,Month,,,,,,A CLASS:,DEMAND,FIXED COST,HOLDING COST,EOQ
LOFWT,Item #10,79,12.42473902,3.5,11.78607146,0.770128128,360.5354008,November,,,,,,,,,,
LOFWT,Item #10,52,10.10112804,3.5,8.863323442,0.699781094,218.3822297,August,,,,,,,,,,
LOFWT,Item #10,92,5.93144643,3.5,5.07867054,0.219490758,361.4036946,February,,,,,,,,,,
LOFWT,Item #10,88,3.46084634,3.5,2.568696263,0.115707214,439.1303374,May,,,,,,,,,,
LOFWT,Item #10,28,11.13530422,3.5,9.203508007,0.522676996,250.6688388,June,,,,,,,,,,
LOFWT,Item #10,30,6.49809049,3.5,4.431682675,0.29815144,254.4926609,April,,,,,,,,,,
LOFWT,Item #10,67,2.685583261,3.5,1.474420313,0.093107736,258.5736957,July,,,,,,,,,,
LOFWT,Item #10,95,4.197472402,3.5,2.680845286,0.103289576,332.5964131,January,,,,,,,,,,
LOFWT,Item #10,35,11.49935565,3.5,6.976252518,0.647609088,352.9675177,October,,,,,,,,,,
LOFWT,Item #10,32,8.349044391,3.5,7.555081789,0.448711838,264.9783905,December,,,,,,,,,,
LOFWT,Item #10,93,11.60659812,3.5,10.56700854,0.877289135,371.2079649,September,,,,,,,,,,
MDFHO,Item #5,47,14.23918749,4.4,10.55120318,0.536461726,235.8951248,August,,,,,,,,,,
MDFHO,Item #5,17,15.58620053,4.4,12.57801845,0.794377448,154.6467236,May,,,,,,,,,,
MDFHO,Item #5,26,6.20651997,4.4,4.859807578,0.179889142,237.3017631,October,,,,,,,,,,
MDFHO,Item #5,47,0.868570831,4.4,0.617814925,0.023865099,350.6968608,January,,,,,,,,,,
MDFHO,Item #5,69,6.706737873,4.4,5.217110389,0.51908629,272.0702611,September,,,,,,,,,,
MDFHO,Item #5,83,9.619312821,4.4,6.764462701,0.592178998,376.6367392,December,,,,,,,,,,
MDFHO,Item #5,35,2.509840638,4.4,2.150933403,0.066044544,179.1920225,April,,,,,,,,,,
MDFHO,Item #5,71,16.23404911,4.4,11.56449094,0.653595423,370.7840457,June,,,,,,,,,,
MDFHO,Item #5,52,5.874368483,4.4,3.498574025,0.228133496,261.696116,February,,,,,,,,,,
MDFHO,Item #5,31,2.028442949,4.4,1.639979232,0.125749181,322.9516884,November,,,,,,,,,,
MDFHO,Item #5,55,11.99791298,4.4,8.881814671,0.666069671,335.8518837,March,,,,,,,,,,
MDFHO,Item #5,73,18.25994807,4.4,15.70297049,0.802370457,326.3551827,July,,,,,,,,,,
MNKUJ,Item #8,46,5.07954401,4.4,2.643036397,0.163810829,248.9003413,March,,,,,,,,,,
MNKUJ,Item #8,28,13.75603643,4.4,9.473891602,0.39817891,219.0261804,June,,,,,,,,,,
MNKUJ,Item #8,87,12.66201429,4.4,8.876328682,0.316959914,287.657214,July,,,,,,,,,,
MNKUJ,Item #8,25,15.42253608,4.4,13.21844833,0.4416295,325.751551,February,,,,,,,,,,
MNKUJ,Item #8,69,12.91710621,4.4,8.655886979,0.434786875,335.1310931,December,,,,,,,,,,
MNKUJ,Item #8,68,17.40487422,4.4,15.88587075,0.545697469,238.1477478,August,,,,,,,,,,
MNKUJ,Item #8,59,11.75683006,4.4,7.387751849,0.382666412,269.426296,May,,,,,,,,,,
MNKUJ,Item #8,96,2.9255517,4.4,1.68871947,0.116547145,340.3205004,November,,,,,,,,,,
MNKUJ,Item #8,79,16.07820459,4.4,13.06586495,0.951011103,303.616204,January,,,,,,,,,,
MNKUJ,Item #8,29,14.84057072,4.4,10.60041934,0.928056862,346.0112494,October,,,,,,,,,,
MNKUJ,Item #8,44,15.8356873,4.4,10.97143895,0.904474489,227.3495651,April,,,,,,,,,,
MNKUJ,Item #8,21,7.622833539,4.4,5.863729742,0.489397938,275.1885706,September,,,,,,,,,,
MNSOO,Item #10,35,16.93243086,4.4,12.22653494,0.860245501,331.2780599,February,,,,,,,,,,
MNSOO,Item #10,70,18.10463041,4.4,11.38090614,0.813469887,440.4335354,October,,,,,,,,,,
MNSOO,Item #10,11,15.61144001,4.4,13.77013735,0.78989789,292.5692434,December,,,,,,,,,,
MNSOO,Item #10,67,0.767657884,4.4,0.717137481,0.062336203,295.3100701,November,,,,,,,,,,
MNSOO,Item #10,50,10.30216733,4.4,6.112543148,0.156969664,423.2841182,August,,,,,,,,,,
MNSOO,Item #10,70,16.09721492,4.4,11.48676073,0.679822846,422.7233501,July,,,,,,,,,,
MNSOO,Item #10,51,3.497773795,4.4,2.677455393,0.060498229,392.0688167,June,,,,,,,,,,
MNSOO,Item #10,31,17.21119886,4.4,10.19507753,0.442296371,248.8519707,January,,,,,,,,,,
MNSOO,Item #10,85,5.64540698,4.4,3.747606636,0.126727057,469.1424955,March,,,,,,,,,,
MNSOO,Item #10,31,0.829233796,4.4,0.653177548,0.060586127,250.7481877,May,,,,,,,,,,
MNSOO,Item #10,23,16.07765151,4.4,13.30932596,0.369883445,191.9039786,September,,,,,,,,,,
MNSOO,Item #10,15,9.687250298,4.4,7.058813106,0.388625937,127.8559246,April,,,,,,,,,,
NFTLI,Item #1,86,10.41327963,4.9,7.351092786,0.198723895,356.6765676,January,,,,,,,,,,
NFTLI,Item #1,16,8.561009903,4.9,4.286913986,0.215573944,295.1647523,June,,,,,,,,,,
NFTLI,Item #1,42,12.88015426,4.9,11.22269101,0.357638441,228.3294737,March,,,,,,,,,,
NFTLI,Item #1,97,10.15687888,4.9,7.222243648,0.200152857,509.7275042,May,,,,,,,,,,
NFTLI,Item #1,77,9.213763355,4.9,4.802810543,0.208772159,201.7468856,December,,,,,,,,,,
NFTLI,Item #1,98,12.06908957,4.9,9.46765285,0.536660859,522.3132211,September,,,,,,,,,,
NFTLI,Item #1,54,4.336192995,4.9,2.291573703,0.152361793,314.9319421,April,,,,,,,,,,
NFTLI,Item #1,81,12.48889683,4.9,7.338760975,0.251287958,399.0110301,July,,,,,,,,,,
NFTLI,Item #1,20,5.408414506,4.9,5.0007344,0.376333614,214.0609852,November,,,,,,,,,,
NFTLI,Item #1,22,6.827110313,4.9,6.175178734,0.155720543,229.1099716,February,,,,,,,,,,
NFTLI,Item #1,97,3.643561309,4.9,3.001723301,0.153597659,416.4607183,October,,,,,,,,,,
NFTLI,Item #1,26,4.619310831,4.9,2.361080101,0.188347281,174.7629182,August,,,,,,,,,,
NGTQX,Item #6,12,8.603979691,4.9,7.576516831,0.478052909,234.4226457,January,,,,,,,,,,
NGTQX,Item #6,34,1.253144016,4.9,0.891868748,0.066221064,223.1168142,April,,,,,,,,,,
NGTQX,Item #6,80,10.28580857,4.9,8.557774582,0.533366324,402.0305405,August,,,,,,,,,,
NGTQX,Item #6,64,3.925693105,4.9,3.097015535,0.111303742,373.1781612,February,,,,,,,,,,
NGTQX,Item #6,73,6.512599472,4.9,3.281610734,0.09859316,412.698908,May,,,,,,,,,,
NGTQX,Item #6,88,12.27896376,4.9,8.616654275,0.567334251,426.7267691,October,,,,,,,,,,
NGTQX,Item #6,37,16.01226148,4.9,8.615867186,0.191403121,294.504115,November,,,,,,,,,,
NGTQX,Item #6,85,14.9889464,4.9,10.99376014,0.844252038,441.5631506,June,,,,,,,,,,
NGTQX,Item #6,91,13.17305697,4.9,12.43576763,0.684259211,307.4862531,March,,,,,,,,,,
NGTQX,Item #6,95,8.809523693,4.9,6.41027829,0.374278351,290.6617488,July,,,,,,,,,,
NGTQX,Item #6,28,3.471199359,4.9,2.152812419,0.191242221,204.7780648,September,,,,,,,,,,
NGTQX,Item #6,58,15.64903793,4.9,10.19821063,0.588962969,237.8395454,December,,,,,,,,,,
NKTSA,Item #3,27,3.252007954,4.9,2.182287475,0.162706489,275.1161362,June,,,,,,,,,,
NKTSA,Item #3,47,9.069733116,4.9,7.88438713,0.172769354,271.1366957,April,,,,,,,,,,
NKTSA,Item #3,81,3.910848445,4.9,3.37241977,0.313926124,311.2716878,August,,,,,,,,,,
NKTSA,Item #3,10,1.70469186,4.9,0.85435949,0.048138219,115.0654987,September,,,,,,,,,,
NKTSA,Item #3,67,8.016657719,4.9,5.75586732,0.542509743,282.9311672,December,,,,,,,,,,
NKTSA,Item #3,21,6.835010493,4.9,6.464199419,0.385805172,159.6313697,November,,,,,,,,,,
NKTSA,Item #3,62,12.74930833,4.9,7.705579448,0.764068901,224.6171441,January,,,,,,,,,,
NKTSA,Item #3,79,17.89786512,4.9,15.7082962,0.797379089,340.0219582,May,,,,,,,,,,
NKTSA,Item #3,21,0.81791239,4.9,0.773180497,0.031625842,256.4759841,October,,,,,,,,,,
NKTSA,Item #3,43,18.37324693,4.9,11.10595715,0.895133186,150.8367741,February,,,,,,,,,,
NKTSA,Item #3,29,6.665206917,4.9,4.909357277,0.301048923,241.5150169,July,,,,,,,,,,
NKTSA,Item #3,82,14.86135531,4.9,11.6264642,0.830060536,351.4093712,March,,,,,,,,,,
NOSEB,Item #7,98,7.016463254,4.9,3.724828556,0.081579149,260.1661478,September,,,,,,,,,,
NOSEB,Item #7,89,9.759916252,4.9,7.914744647,0.409739387,298.7649228,December,,,,,,,,,,
NOSEB,Item #7,47,16.81471059,4.9,15.62533239,1.521807471,323.5098784,March,,,,,,,,,,
NOSEB,Item #7,20,5.03067297,4.9,2.630332326,0.224613115,260.8323591,August,,,,,,,,,,
NOSEB,Item #7,22,13.3451472,4.9,11.42924393,1.113289443,303.8985595,July,,,,,,,,,,
NOSEB,Item #7,80,4.095820282,4.9,2.160800535,0.073281591,352.4678068,June,,,,,,,,,,
NOSEB,Item #7,18,15.35047745,4.9,7.920413612,0.318343037,305.6530905,January,,,,,,,,,,
NOSEB,Item #7,72,1.747654113,4.9,1.637406921,0.057419742,367.9225785,October,,,,,,,,,,
NOSEB,Item #7,73,1.680159905,4.9,1.197264422,0.049262927,429.4508139,November,,,,,,,,,,
NOSEB,Item #7,14,6.58778913,4.9,6.123061606,0.144829128,195.0195191,May,,,,,,,,,,
NOSEB,Item #7,12,13.44888479,4.9,9.600069981,0.706780521,182.4635724,April,,,,,,,,,,
NOSEB,Item #7,50,6.002928106,4.9,4.834545271,0.455169107,415.0347619,February,,,,,,,,,,
NQFEV,Item #4,67,15.17517585,1.2,9.077336254,0.638109915,363.8624118,October,,,,,,,,,,
NQFEV,Item #4,68,1.661263103,1.2,0.940180569,0.054450586,326.7378711,February,,,,,,,,,,
NQFEV,Item #4,19,3.704763349,1.2,3.070835287,0.143252767,210.7119856,June,,,,,,,,,,
NQFEV,Item #4,17,17.66833388,1.2,14.22978949,1.051282376,262.7810568,January,,,,,,,,,,
NQFEV,Item #4,34,0.659173965,1.2,0.37371948,0.025416076,198.3888826,November,,,,,,,,,,
NQFEV,Item #4,20,9.326449707,1.2,7.803582912,0.350676716,179.1064206,March,,,,,,,,,,
NQFEV,Item #4,60,2.842471507,1.2,1.49079793,0.108793985,285.7241095,December,,,,,,,,,,
NQFEV,Item #4,85,0.904339387,1.2,0.454597631,0.017788339,338.8416107,May,,,,,,,,,,
NQFEV,Item #4,56,11.7681531,1.2,10.24366784,0.534287142,347.5603993,August,,,,,,,,,,
NQFEV,Item #4,91,8.918377449,1.2,6.870954371,0.178647474,325.9620555,July,,,,,,,,,,
NQFEV,Item #4,21,18.79318885,1.2,15.98426974,1.457118754,294.3019588,September,,,,,,,,,,
NQFEV,Item #4,57,7.279208923,1.2,4.636435039,0.269694836,385.5760194,April,,,,,,,,,,
OPBML,Item #3,13,13.24308253,2.2,8.769009744,0.374235267,220.7542096,May,,,,,,,,,,
OPBML,Item #3,38,6.28863092,2.2,4.743616822,0.337690362,268.606681,October,,,,,,,,,,
OPBML,Item #3,57,17.66627767,2.2,13.29629941,1.093023032,419.4878151,January,,,,,,,,,,
OPBML,Item #3,91,6.941886582,2.2,3.965734327,0.289886768,402.9527723,April,,,,,,,,,,
OPBML,Item #3,61,19.87087088,2.2,14.22793192,0.628521929,335.2405764,December,,,,,,,,,,
OPBML,Item #3,61,11.41540971,2.2,8.444119761,0.694369134,364.3680709,August,,,,,,,,,,
OPBML,Item #3,70,8.333159292,2.2,6.658763594,0.657911884,335.0535983,February,,,,,,,,,,
OPBML,Item #3,66,11.3155499,2.2,7.64831949,0.357584353,411.5392716,September,,,,,,,,,,
OPBML,Item #3,61,14.98157461,2.2,10.13668288,0.684168103,251.4483261,March,,,,,,,,,,
OPBML,Item #3,74,8.846540717,2.2,5.93942593,0.558606768,262.7412041,November,,,,,,,,,,
OPBML,Item #3,35,9.050296605,2.2,6.497912158,0.376444197,149.7518872,July,,,,,,,,,,
OPBML,Item #3,78,1.290076355,2.2,1.155126473,0.076231199,333.3570078,June,,,,,,,,,,
PCVUK,Item #7,35,2.275859508,2.2,2.087458617,0.099987416,332.7418757,August,,,,,,,,,,
PCVUK,Item #7,12,7.319387602,2.2,4.265093376,0.197418695,324.1882068,April,,,,,,,,,,
PCVUK,Item #7,75,17.12614086,2.2,11.72037313,0.612566536,216.3802739,February,,,,,,,,,,
PCVUK,Item #7,27,15.90030901,2.2,8.368453186,0.418471987,254.7537454,March,,,,,,,,,,
PCVUK,Item #7,18,8.272820565,2.2,6.372142537,0.282333602,131.3982701,July,,,,,,,,,,
PCVUK,Item #7,87,19.32635097,2.2,16.07797177,1.232713485,390.816489,October,,,,,,,,,,
PCVUK,Item #7,96,18.07915839,2.2,9.711663262,0.92077822,404.8405795,June,,,,,,,,,,
PCVUK,Item #7,80,10.01104409,2.2,8.869455647,0.24212646,357.6470762,May,,,,,,,,,,
PCVUK,Item #7,88,7.431636283,2.2,4.452600457,0.402288568,377.9066602,September,,,,,,,,,,
PCVUK,Item #7,49,9.605867999,2.2,5.6735867,0.559176689,339.2493501,January,,,,,,,,,,
PCVUK,Item #7,25,19.4448531,2.2,18.37129586,0.432760752,156.4792721,November,,,,,,,,,,
PCVUK,Item #7,64,10.95712597,2.2,5.526642818,0.137985061,323.9557819,December,,,,,,,,,,
PHYZY,Item #9,35,12.44539004,2.2,7.291672212,0.374929189,163.0625578,March,,,,,,,,,,
PHYZY,Item #9,68,11.02786691,2.2,7.278981091,0.564590351,335.8866351,December,,,,,,,,,,
PHYZY,Item #9,16,13.16839455,2.2,8.255737697,0.316463199,279.69969,November,,,,,,,,,,
PHYZY,Item #9,80,13.03565198,2.2,11.83520502,0.329339999,204.9683404,May,,,,,,,,,,
PHYZY,Item #9,50,10.29192832,2.2,7.623890822,0.339150148,341.8622229,April,,,,,,,,,,
PHYZY,Item #9,86,14.75756434,2.2,8.124106511,0.20903724,404.862066,August,,,,,,,,,,
PHYZY,Item #9,97,10.62964279,2.2,8.30864898,0.266911776,312.7631991,February,,,,,,,,,,
PHYZY,Item #9,74,9.642379179,2.2,4.855263137,0.41601684,363.6110426,January,,,,,,,,,,
PHYZY,Item #9,23,4.905926831,2.2,4.319292254,0.266520234,150.8409496,September,,,,,,,,,,
PHYZY,Item #9,29,13.72404,2.2,12.03866021,0.882673409,268.6871845,October,,,,,,,,,,
PHYZY,Item #9,36,13.31078573,2.2,10.77872275,0.363298515,383.0286982,June,,,,,,,,,,
PHYZY,Item #9,44,2.533162316,2.2,1.961618914,0.046871151,245.8941692,July,,,,,,,,,,
PTPTZ,Item #6,77,16.2007446,2.2,12.31881995,0.536379695,376.8595049,December,,,,,,,,,,
PTPTZ,Item #6,88,13.54926601,2.2,8.395147196,0.355939624,388.3184984,September,,,,,,,,,,
PTPTZ,Item #6,14,18.97468061,2.2,16.47931525,1.188852537,237.8922743,July,,,,,,,,,,
PTPTZ,Item #6,20,12.19657937,2.2,9.658524076,0.208111251,167.1542961,June,,,,,,,,,,
PTPTZ,Item #6,15,14.61880274,2.2,10.24243968,0.662923355,246.4628483,October,,,,,,,,,,
PTPTZ,Item #6,26,15.08503709,2.2,8.278025441,0.208433932,330.5146758,February,,,,,,,,,,
PTPTZ,Item #6,27,5.677400582,2.2,4.670890748,0.449371949,378.9973463,January,,,,,,,,,,
PTPTZ,Item #6,74,3.018256362,2.2,1.691739412,0.063353386,254.81331,March,,,,,,,,,,
PTPTZ,Item #6,98,10.73515985,2.2,6.239365951,0.608925475,444.4368334,November,,,,,,,,,,
PTPTZ,Item #6,18,17.25208934,2.2,9.533495356,0.430396622,276.3316098,August,,,,,,,,,,
PTPTZ,Item #6,97,4.562056437,2.2,2.284666795,0.226173944,370.8695316,May,,,,,,,,,,
PTPTZ,Item #6,50,6.140325949,2.2,5.362767024,0.514766189,372.8523411,April,,,,,,,,,,
PWAES,Item #2,50,2.917783712,2.2,2.275831968,0.147832865,313.1389906,August,,,,,,,,,,
PWAES,Item #2,71,12.53234296,2.2,11.26790931,0.873327397,322.239738,May,,,,,,,,,,
PWAES,Item #2,54,6.041355117,2.2,3.753553864,0.2607913,256.1151689,July,,,,,,,,,,
PWAES,Item #2,67,16.04741829,2.2,12.60010201,0.921822776,300.5118205,November,,,,,,,,,,
PWAES,Item #2,71,8.737653852,2.2,6.206374925,0.251547266,350.3868304,March,,,,,,,,,,
PWAES,Item #2,36,12.50093712,2.2,8.232959129,0.650079875,223.5518691,December,,,,,,,,,,
PWAES,Item #2,42,1.347181974,2.2,1.095180756,0.048082537,317.6854982,January,,,,,,,,,,
PWAES,Item #2,38,9.632467505,2.2,8.658847509,0.571200419,230.7126973,February,,,,,,,,,,
PWAES,Item #2,48,19.16082992,2.2,16.60130792,0.864941178,290.9336975,June,,,,,,,,,,
PWAES,Item #2,22,18.8722464,2.2,14.75532953,1.110430733,240.966526,September,,,,,,,,,,
PWAES,Item #2,13,0.730365925,2.2,0.413794093,0.02882102,244.9284199,October,,,,,,,,,,
PWAES,Item #2,95,1.238808118,2.2,1.125366186,0.110115098,271.091733,April,,,,,,,,,,
PWNLL,Item #4,68,18.95666443,2.4,10.53392455,0.478788392,273.1022173,April,,,,,,,,,,
PWNLL,Item #4,72,18.23239699,2.4,12.92613426,1.258556937,239.5748011,November,,,,,,,,,,
PWNLL,Item #4,32,10.00922036,2.4,9.172302432,0.650290951,201.9335386,March,,,,,,,,,,
PWNLL,Item #4,93,10.24261364,2.4,5.604061762,0.384708826,378.4775025,October,,,,,,,,,,
PWNLL,Item #4,27,19.37321313,2.4,14.1304831,0.552928627,330.0136161,January,,,,,,,,,,
PWNLL,Item #4,61,17.65304623,2.4,11.01983166,0.258213079,397.9557116,February,,,,,,,,,,
PWNLL,Item #4,72,12.38259093,2.4,10.69853444,0.713657878,484.0472468,August,,,,,,,,,,
PWNLL,Item #4,70,18.99334857,2.4,9.73373036,0.966287271,307.9023317,September,,,,,,,,,,
PWNLL,Item #4,59,14.80727484,2.4,10.20725368,0.628449533,314.4724372,June,,,,,,,,,,
PWNLL,Item #4,47,8.775099698,2.4,7.933904442,0.291627987,420.7309502,December,,,,,,,,,,
PWNLL,Item #4,24,14.56124167,2.4,8.266945197,0.435289812,298.2317486,July,,,,,,,,,,
PWNLL,Item #4,61,2.357022696,2.4,1.569592089,0.040961375,438.4449572,May,,,,,,,,,,
QGVDQ,Item #5,84,19.89030928,3,12.60908128,1.009136885,297.013695,December,,,,,,,,,,
QGVDQ,Item #5,43,1.742105511,3,1.425820815,0.107541605,304.6131902,March,,,,,,,,,,
QGVDQ,Item #5,51,10.46651019,3,7.696476043,0.545875494,260.6726199,June,,,,,,,,,,
QGVDQ,Item #5,13,8.818862604,3,6.373099309,0.283749275,141.5238694,October,,,,,,,,,,
QGVDQ,Item #5,96,6.844367641,3,3.430579403,0.26941597,336.6931016,April,,,,,,,,,,
QGVDQ,Item #5,49,10.76667913,3,6.639459384,0.239180834,203.9085689,February,,,,,,,,,,
QGVDQ,Item #5,73,18.76914457,3,15.88443781,1.152334003,226.8317258,July,,,,,,,,,,
QGVDQ,Item #5,77,4.308691686,3,2.281134199,0.095274258,465.8199728,August,,,,,,,,,,
QGVDQ,Item #5,46,19.21362216,3,17.44405206,0.905872891,398.9351534,January,,,,,,,,,,
QGVDQ,Item #5,94,6.111053281,3,4.513820014,0.152499058,463.0015726,September,,,,,,,,,,
QGVDQ,Item #5,81,0.796962875,3,0.485003209,0.041961552,269.4636128,November,,,,,,,,,,
QGVDQ,Item #5,76,14.10834765,3,7.239828565,0.513010767,272.7218225,May,,,,,,,,,,
QRMGT,Item #6,42,1.537719394,3,1.164953366,0.027415942,316.1233579,March,,,,,,,,,,
QRMGT,Item #6,48,5.220186277,3,3.608606251,0.238566318,238.3492695,July,,,,,,,,,,
QRMGT,Item #6,68,14.82808125,3,9.984543386,0.905843363,468.7109279,October,,,,,,,,,,
QRMGT,Item #6,82,8.496004667,3,6.85419501,0.250551731,320.9368073,May,,,,,,,,,,
QRMGT,Item #6,68,8.282688417,3,7.412619618,0.177440712,404.9825695,August,,,,,,,,,,
QRMGT,Item #6,19,1.333410364,3,1.13054199,0.079394621,160.4004572,September,,,,,,,,,,
QRMGT,Item #6,80,6.030573338,3,3.578904722,0.152547321,491.6136602,November,,,,,,,,,,
QRMGT,Item #6,81,6.925320513,3,4.882836384,0.444173344,462.6793246,June,,,,,,,,,,
QRMGT,Item #6,57,9.925447761,3,7.473933347,0.684680489,296.9765759,February,,,,,,,,,,
QRMGT,Item #6,33,14.85400264,3,11.65600867,0.618389736,320.6786831,April,,,,,,,,,,
QRMGT,Item #6,71,1.214073896,3,0.938219942,0.088525057,342.1165698,December,,,,,,,,,,
QRMGT,Item #6,71,19.3017108,3,12.59977362,0.886984457,405.1143104,January,,,,,,,,,,
RABEK,Item #5,98,4.782859093,3,3.666052999,0.080355439,482.1383372,February,,,,,,,2456,121,4.6,359.4536918
RABEK,Item #5,70,8.239658006,3,4.482266188,0.353864316,434.2449179,June,,,,,,,,,,
RABEK,Item #5,89,17.71076293,3,11.14434009,1.012481351,496.8096698,August,,,,,,,,,,
RABEK,Item #5,85,4.588996822,3,3.194099917,0.071983056,422.5417305,December,,,,,,,,,,
RABEK,Item #5,68,16.20312098,3,8.77186717,0.871352611,403.4569793,September,,,,,,,,,,
RABEK,Item #5,16,14.57138527,3,12.05859206,1.037286395,166.3311,October,,,,,,,,,,
RABEK,Item #5,44,14.04164608,3,12.6827449,0.982697407,359.756891,July,,,,,,,,,,
RABEK,Item #5,65,17.7841239,3,15.57025412,1.427861424,363.6590297,March,,,,,,,,,,
RABEK,Item #5,73,17.93620158,3,12.67519506,0.471985289,456.0563379,April,,,,,,,,,,
RABEK,Item #5,59,6.954670804,3,5.835674277,0.297336014,169.249501,January,,,,,,,,,,
RABEK,Item #5,59,16.07960334,3,12.31755414,0.362393411,292.6570634,May,,,,,,,,,,
RABEK,Item #5,43,16.99252586,3,13.21337963,1.081092557,309.5108931,November,,,,,,,,,,
RDFXG,Item #8,35,16.56950588,3,9.17215099,0.906872432,208.2023018,June,,,,,,,,,,
RDFXG,Item #8,68,11.04609759,3,6.840918457,0.402645945,390.6269082,March,,,,,,,,,,
RDFXG,Item #8,26,18.68972056,3,15.64706363,0.511842287,242.6842866,September,,,,,,,,,,
RDFXG,Item #8,19,13.74342493,3,10.99266259,1.027528339,291.1992505,October,,,,,,,,,,
RDFXG,Item #8,31,13.18263908,3,7.231184278,0.191226704,305.6854166,July,,,,,,,,,,
RDFXG,Item #8,70,18.0355254,3,12.83552214,0.293989289,447.9753935,January,,,,,,,,,,
RDFXG,Item #8,18,8.48128469,3,5.933471985,0.297940176,209.6367715,May,,,,,,,,,,
RDFXG,Item #8,39,5.474612407,3,3.417190705,0.14233753,207.3525867,December,,,,,,,,,,
RDFXG,Item #8,53,3.939866402,3,1.984246421,0.144449074,248.0575302,April,,,,,,,,,,
RDFXG,Item #8,90,2.014313975,3,1.590623408,0.059049105,379.4203709,November,,,,,,,,,,
RDFXG,Item #8,68,16.67332755,3,9.969937117,0.57074224,470.6644488,February,,,,,,,,,,
RDFXG,Item #8,70,0.649816905,3,0.563595421,0.02916196,362.6609738,August,,,,,,,,,,
RKRDH,Item #5,34,2.268079981,3,2.099725821,0.158987347,247.511292,August,,,,,,,,,,
RKRDH,Item #5,24,10.67994081,3,8.87462669,0.837637602,219.9415755,January,,,,,,,,,,
RKRDH,Item #5,75,3.068258468,3,1.85492166,0.15933355,431.2225012,October,,,,,,,,,,
RKRDH,Item #5,66,17.16207612,3,13.19893566,1.205288093,282.3700529,July,,,,,,,,,,
RKRDH,Item #5,93,10.25680049,3,9.554292903,0.25292424,382.776308,December,,,,,,,,,,
RKRDH,Item #5,18,13.91371589,3,11.93404465,1.017955075,314.8814167,February,,,,,,,,,,
RKRDH,Item #5,55,18.11587067,3,11.07025828,0.408299131,357.183524,November,,,,,,,,,,
RKRDH,Item #5,96,16.44364302,3,11.06163089,0.949751746,494.2505317,June,,,,,,,,,,
RKRDH,Item #5,34,12.61640762,3,9.189052659,0.917297809,356.3515739,April,,,,,,,,,,
RKRDH,Item #5,48,6.678430885,3,4.718329408,0.345428465,280.3493052,September,,,,,,,,,,
RKRDH,Item #5,38,10.6558221,3,7.213207418,0.687761497,224.904355,May,,,,,,,,,,
RKRDH,Item #5,17,19.94839678,3,15.59214841,0.333595586,131.006894,March,,,,,,,,,,
RRXZQ,Item #1,65,12.40152475,3,7.489362772,0.641895047,354.447751,August,,,,,,,,,,
RRXZQ,Item #1,95,10.6319356,3,9.101762392,0.226337118,416.4786694,June,,,,,,,,,,
RRXZQ,Item #1,55,15.094434,3,13.35242197,0.722591943,417.3626091,February,,,,,,,,,,
RRXZQ,Item #1,34,16.51808579,3,10.72684451,0.41282326,250.6252904,April,,,,,,,,,,
RRXZQ,Item #1,62,18.67828673,3,10.83542194,0.620055048,406.9267315,January,,,,,,,,,,
RRXZQ,Item #1,65,19.16419534,3,9.693356945,0.689897202,298.4395912,November,,,,,,,,,,
RRXZQ,Item #1,29,9.216803595,3,6.057336535,0.177944555,319.9823698,March,,,,,,,,,,
RRXZQ,Item #1,97,10.98614406,3,7.276759752,0.260665194,478.3188808,July,,,,,,,,,,
RRXZQ,Item #1,16,1.71985497,3,1.528295745,0.060442126,238.7983231,December,,,,,,,,,,
RRXZQ,Item #1,22,6.764623365,3,5.193350949,0.18933053,259.6130764,September,,,,,,,,,,
RRXZQ,Item #1,71,3.124647526,3,1.890614384,0.055007008,247.3283875,May,,,,,,,,,,
RRXZQ,Item #1,49,18.99845972,3,14.09608986,1.056939555,245.8748661,October,,,,,,,,,,
RYSQA,Item #2,71,5.289888589,5.8,3.205367937,0.318349735,365.2392277,November,,,,,,,,,,
RYSQA,Item #2,19,4.164242179,5.8,2.505249572,0.071400164,324.5922913,December,,,,,,,,,,
RYSQA,Item #2,18,14.86318058,5.8,9.562617159,0.668138635,304.11584,February,,,,,,,,,,
RYSQA,Item #2,34,5.120817857,5.8,3.920371315,0.333680659,318.6802757,April,,,,,,,,,,
RYSQA,Item #2,84,6.271084678,5.8,4.906928385,0.17860011,218.6029072,May,,,,,,,,,,
RYSQA,Item #2,21,11.49677689,5.8,10.7405437,0.287591371,252.9607192,January,,,,,,,,,,
RYSQA,Item #2,25,9.311013215,5.8,6.069860197,0.513828491,302.5107433,June,,,,,,,,,,
RYSQA,Item #2,19,3.079238526,5.8,2.491490668,0.099760446,221.8381548,July,,,,,,,,,,
RYSQA,Item #2,10,5.958930984,5.8,5.514003289,0.347999667,247.8587364,October,,,,,,,,,,
RYSQA,Item #2,16,16.84500861,5.8,10.94002649,0.944443638,195.2439785,March,,,,,,,,,,
RYSQA,Item #2,56,10.7829815,5.8,7.482211534,0.622584857,249.4930703,September,,,,,,,,,,
RYSQA,Item #2,83,12.37230764,5.8,11.56955539,1.14060005,262.2490306,August,,,,,,,,,,
RZJSB,Item #8,71,19.15236601,2.7,13.76785312,0.481548075,290.3621758,November,,,,,,,,,,
RZJSB,Item #8,49,18.26544591,2.7,10.38906767,0.924701252,245.6369878,July,,,,,,,,,,
